,66Q,MY0,J94,601,S61,JE5,JB2,61D,59X,L12
2018/6/20 00:00,97.53,31.3,16.28,22.41,20.0941,22.66,20.07,14.27,13.438,12.53
2018/6/21 00:00,97.57,31.26,16.27,22.42,20.0728,22.63,20.09,14.29,13.431,12.53
2018/6/22 00:00,97.55,31.28,16.27,22.44,20.0845,22.63,20.09,14.31,13.426,12.54
2018/6/25 00:00,97.59,31.29,16.31,22.41,20.0976,22.57,20.09,14.32,13.444,12.54
2018/6/26 00:00,97.59,31.3,16.29,22.42,20.1083,22.57,20.1,14.33,13.439,12.53
2018/6/27 00:00,97.78,31.32,16.31,22.42,20.1224,22.51,20.14,14.38,13.461,12.53
2018/6/28 00:00,97.74,31.38,16.33,22.41,20.1387,22.46,20.12,14.36,13.475,12.53
2018/6/29 00:00,97.73,31.36,16.32,22.42,20.1327,22.48,20.11,14.37,13.467,12.53
2018/7/2 00:00,97.72,31.36,0.0,22.39,20.127,22.41,20.1,14.38,13.469,12.53
2018/7/3 00:00,97.8,31.34,16.29,22.43,20.1092,22.43,20.14,14.4,13.496,12.54
2018/7/5 00:00,98.11,31.39,16.34,22.44,20.1104,22.46,20.14,14.41,13.474,12.54
2018/7/6 00:00,97.96,31.41,16.35,22.47,20.1774,22.47,20.17,14.43,13.491,12.54
2018/7/9 00:00,97.91,31.43,16.34,22.48,20.1802,22.53,20.15,14.41,13.479,12.57
2018/7/10 00:00,97.89,31.41,16.34,22.49,20.1666,22.55,20.14,14.39,13.483,12.55
2018/7/11 00:00,97.98,31.44,16.34,22.51,20.181,22.53,20.16,14.4,13.49,12.56
2018/7/12 00:00,98.0,31.44,16.33,22.51,20.176,22.57,20.17,14.39,13.499,12.56
2018/7/13 00:00,98.11,31.45,16.36,22.55,20.2007,22.58,20.19,14.42,13.509,12.59
2018/7/16 00:00,98.02,31.46,16.36,22.53,20.2132,22.56,20.17,14.38,13.503,12.56
2018/7/17 00:00,98.01,31.44,16.36,22.53,20.1976,22.57,20.16,14.36,13.503,12.57
2018/7/18 00:00,97.98,31.43,16.36,22.51,20.1916,22.57,20.15,14.34,13.501,12.56
2018/7/19 00:00,98.09,31.42,16.35,22.53,20.1777,22.56,20.18,14.36,13.537,12.57
2018/7/20 00:00,97.95,31.45,16.36,22.51,20.2125,22.57,20.13,14.33,13.538,12.57
2018/7/23 00:00,97.71,31.38,16.32,22.46,20.1754,22.57,20.08,14.25,13.465,12.56
2018/7/24 00:00,97.82,31.29,16.31,22.48,20.1289,22.59,20.1,14.27,13.436,12.56
2018/7/25 00:00,97.9,31.33,16.3,22.5,20.1594,22.61,20.1,14.29,13.456,12.57
2018/7/26 00:00,97.8,31.32,16.31,22.48,20.1599,22.63,20.09,14.26,13.448,12.56
2018/7/27 00:00,97.87,31.35,16.3,22.5,20.165,22.63,20.11,14.27,13.454,12.57
2018/7/30 00:00,97.84,31.33,16.29,22.49,20.1656,22.62,20.09,14.27,13.445,12.56
2018/7/31 00:00,97.92,31.33,16.3,22.5,20.1823,22.66,20.11,14.29,13.46,12.56
2018/8/1 00:00,97.82,31.33,16.28,22.47,20.148,22.64,20.08,14.25,13.437,12.56
2018/8/2 00:00,97.85,31.3,16.27,22.47,20.1512,22.67,20.1,14.26,13.434,12.57
2018/8/3 00:00,98.22,31.33,16.3,22.51,20.1768,22.68,20.13,14.29,13.455,12.57
2018/8/6 00:00,98.06,31.39,16.33,22.53,20.2081,22.69,20.14,14.29,13.484,12.58
2018/8/7 00:00,97.94,31.39,16.32,22.5,20.2016,22.74,20.11,14.27,13.467,12.58
2018/8/8 00:00,97.95,31.35,16.3,22.5,20.1706,22.74,20.12,14.26,13.461,12.58
2018/8/9 00:00,98.09,31.36,16.32,22.52,20.1827,22.76,20.15,14.29,13.473,12.58
2018/8/10 00:00,98.33,31.43,16.35,22.56,20.1862,22.71,20.19,14.36,13.501,12.6
2018/8/13 00:00,98.22,31.48,16.38,22.5,20.1785,22.68,20.18,14.34,13.508,12.59
2018/8/14 00:00,98.13,31.44,16.38,22.5,20.1775,22.69,20.17,14.31,13.501,12.59
2018/8/15 00:00,0.0,0.0,16.38,0.0,20.1491,22.66,20.19,0.0,0.0,0.0
2018/8/16 00:00,98.24,31.48,16.39,22.51,20.1976,22.67,20.2,14.33,13.514,12.59
2018/8/17 00:00,98.26,31.48,16.4,22.51,20.1979,22.68,20.2,14.33,13.563,12.59
2018/8/20 00:00,98.46,31.51,16.41,22.55,20.2232,22.7,20.24,14.38,13.538,12.6
2018/8/21 00:00,98.4,31.55,16.42,22.54,20.2335,22.72,20.23,14.36,13.537,12.6
2018/8/22 00:00,98.47,31.56,16.43,22.57,20.2408,22.74,20.25,14.39,13.553,12.61
2018/8/23 00:00,98.5,31.57,16.44,22.56,20.2424,22.75,20.25,14.4,13.551,12.61
2018/8/24 00:00,98.48,31.55,16.42,22.56,20.2203,22.75,20.26,14.4,13.537,12.61
2018/8/27 00:00,98.43,31.56,16.43,22.55,20.2317,22.78,20.24,14.39,13.541,12.61
2018/8/28 00:00,98.31,31.52,16.41,22.53,20.2113,22.78,20.2,14.36,13.524,12.61
2018/8/29 00:00,98.08,31.48,16.39,22.53,20.1877,22.79,20.2,14.37,13.514,12.61
2018/8/30 00:00,98.38,31.49,16.4,22.53,20.1839,22.77,20.22,14.38,13.521,12.61
2018/8/31 00:00,98.4,31.52,16.42,22.54,20.1968,22.76,20.21,14.38,13.534,12.62
2018/9/4 00:00,98.21,31.5,16.39,22.57,20.1455,22.76,20.18,14.33,13.509,12.62
2018/9/5 00:00,98.19,31.42,16.37,22.5,20.1292,22.74,20.17,14.32,13.488,12.62
2018/9/6 00:00,98.28,31.43,16.38,22.53,20.1366,22.73,20.2,14.33,13.491,12.63
2018/9/7 00:00,98.02,31.43,16.37,22.47,20.1294,22.72,20.15,14.29,13.478,12.63
2018/9/10 00:00,98.05,31.34,16.35,22.48,20.1082,22.72,20.16,14.29,13.471,12.63
2018/9/11 00:00,97.89,31.36,16.33,22.45,20.098,22.72,20.13,14.27,13.457,12.63
2018/9/12 00:00,98.0,31.33,16.36,22.47,20.0606,22.75,20.14,14.29,13.458,12.63
2018/9/13 00:00,98.02,31.35,16.34,22.49,20.1311,22.79,20.15,14.26,13.459,12.63
2018/9/14 00:00,97.89,31.34,16.32,22.47,20.0996,22.79,20.13,14.24,13.445,12.63
2018/9/17 00:00,97.86,31.31,16.31,22.47,20.0866,22.8,20.13,14.23,13.442,12.63
2018/9/18 00:00,97.7,31.3,16.3,22.44,20.0882,22.8,20.08,14.2,13.433,12.63
2018/9/19 00:00,97.57,31.22,16.27,22.42,20.059,22.8,20.05,14.18,13.395,12.63
2018/9/20 00:00,97.65,31.19,16.26,22.43,20.0505,22.81,20.07,14.19,13.39,12.63
2018/9/21 00:00,97.73,31.22,16.27,22.45,20.0726,22.81,20.07,14.21,13.364,12.63
2018/9/24 00:00,97.71,31.24,16.27,22.44,20.0894,0.0,0.0,14.2,13.407,12.63
2018/9/25 00:00,97.62,31.22,0.0,22.42,20.0697,22.79,20.05,14.18,13.391,12.63
2018/9/26 00:00,97.78,31.2,16.26,22.45,20.0865,22.81,20.09,14.21,13.394,12.63
2018/9/27 00:00,97.84,31.25,16.31,22.46,20.1236,22.82,20.1,14.21,13.417,12.63
2018/9/28 00:00,97.86,31.29,16.3,22.47,20.147,22.83,20.09,14.2,13.436,12.64
2018/10/1 00:00,97.77,31.28,0.0,22.47,20.1145,22.86,20.07,14.17,13.416,12.65
2018/10/2 00:00,97.85,31.26,16.29,22.48,20.1059,22.87,20.1,14.19,13.424,12.65
2018/10/3 00:00,97.46,31.24,16.31,22.42,20.0664,22.85,20.0,14.12,13.413,12.65
2018/10/4 00:00,97.23,31.11,16.21,22.36,19.989,22.74,19.96,14.08,13.34,12.64
2018/10/5 00:00,97.04,31.03,16.18,22.32,19.9618,22.69,19.91,14.04,13.314,12.65
2018/10/8 00:00,97.08,30.97,0.0,22.33,19.9345,22.69,19.91,14.04,0.0,12.65
2018/10/9 00:00,97.17,30.99,16.17,22.31,19.9392,22.64,19.94,14.07,13.303,12.64
2018/10/10 00:00,97.07,31.02,16.18,22.27,19.9439,22.55,19.92,14.04,13.31,12.64
2018/10/11 00:00,97.35,31.0,16.19,22.31,19.9808,22.56,19.96,14.08,13.325,12.67
2018/10/12 00:00,97.34,31.09,16.22,22.32,20.0127,22.59,19.95,14.08,13.34,12.65
2018/10/15 00:00,97.26,31.09,16.23,22.31,20.017,22.61,19.95,14.07,13.343,12.65
2018/10/16 00:00,97.29,31.06,16.21,22.33,20.0096,22.65,19.96,14.07,13.336,12.64
2018/10/17 00:00,97.19,31.08,0.0,22.3,20.0215,22.63,19.92,14.05,13.343,12.64
2018/10/18 00:00,97.13,31.02,16.19,22.29,19.9726,22.58,19.92,14.03,13.304,12.63
2018/10/19 00:00,97.02,31.01,16.18,22.26,19.9742,22.56,19.9,14.01,13.304,12.64
2018/10/22 00:00,97.03,30.99,16.19,22.27,19.9813,22.55,19.89,14.01,13.314,12.64
2018/10/23 00:00,97.11,31.02,16.21,22.27,20.0034,22.47,19.9,14.01,13.334,12.64
2018/10/24 00:00,97.25,31.03,16.22,22.31,19.9995,22.46,19.95,14.03,13.333,12.64
2018/10/25 00:00,97.17,31.07,16.22,22.29,20.0357,22.43,19.93,14.0,13.34,12.64
2018/10/26 00:00,97.38,31.09,16.24,22.33,20.0223,22.37,19.95,14.06,13.36,12.64
2018/10/29 00:00,97.33,31.11,16.24,22.31,20.0364,22.37,19.95,14.05,13.349,12.63
2018/10/30 00:00,97.22,31.1,16.24,22.28,20.0101,22.33,19.91,14.02,13.351,12.62
2018/10/31 00:00,97.06,31.04,16.21,22.24,19.9798,22.4,19.88,13.98,13.321,12.62
2018/11/1 00:00,0.0,0.0,16.18,0.0,19.9729,22.45,19.89,0.0,0.0,0.0
2018/11/2 00:00,96.76,30.97,16.18,22.22,19.9794,22.45,19.84,13.92,13.299,12.62
2018/11/5 00:00,96.82,30.92,16.16,22.23,19.9476,22.48,19.85,13.95,13.281,12.62
2018/11/6 00:00,96.84,30.93,16.16,22.22,19.9611,22.5,19.85,13.95,13.278,12.62
2018/11/7 00:00,96.91,30.94,16.17,22.23,19.9704,22.55,19.87,13.95,13.294,12.62
2018/11/8 00:00,96.82,30.96,16.16,22.21,19.9614,22.56,19.86,13.94,13.288,12.61
2018/11/9 00:00,96.93,30.93,16.15,22.23,19.9376,22.47,19.88,13.95,13.284,12.62
2018/11/12 00:00,97.09,30.99,0.0,22.25,19.979,22.45,19.92,13.98,0.0,12.62
2018/11/13 00:00,97.05,31.03,16.18,22.22,19.9896,22.38,19.9,13.98,13.32,12.62
2018/11/14 00:00,97.1,31.04,16.19,22.23,19.9438,22.3,19.91,13.98,13.309,12.62
2018/11/15 00:00,97.08,31.05,16.21,22.2,20.0096,22.24,19.89,13.98,13.34,12.62
2018/11/16 00:00,97.32,31.04,16.21,22.22,20.0036,22.21,19.93,14.04,13.331,12.62
2018/11/19 00:00,97.3,31.11,16.24,22.22,20.0157,22.18,19.93,14.03,13.348,12.61
2018/11/20 00:00,97.22,31.11,16.25,22.17,20.0215,22.09,19.91,14.02,13.369,12.6
2018/11/21 00:00,97.2,31.06,16.24,22.18,19.963,22.17,19.91,14.01,13.346,12.6
2018/11/23 00:00,97.23,31.08,16.26,22.18,20.0166,22.13,19.92,14.0,13.403,12.61
2018/11/26 00:00,97.19,31.08,16.25,22.16,19.9968,22.14,19.91,13.98,13.35,12.6
2018/11/27 00:00,97.17,31.07,16.24,22.15,19.9805,22.09,19.91,13.95,13.357,12.6
2018/11/28 00:00,97.26,31.07,16.24,22.19,19.9801,22.18,19.9,13.97,13.351,12.6
2018/11/29 00:00,97.26,31.11,16.26,22.22,20.0215,22.22,19.92,14.01,13.369,12.6
2018/11/30 00:00,97.3,31.11,16.27,22.24,20.0145,22.22,19.93,14.04,13.372,12.59
2018/12/3 00:00,97.23,31.12,16.27,22.29,20.0182,22.31,19.98,14.05,13.371,12.6
2018/12/4 00:00,97.68,31.19,16.31,22.31,20.0685,22.25,20.02,14.11,13.421,12.6
2018/12/6 00:00,97.76,31.28,16.35,22.3,20.1005,22.12,20.01,14.13,13.464,12.59
2018/12/7 00:00,97.88,31.28,16.36,22.35,20.0689,22.16,20.05,14.14,13.436,12.6
2018/12/10 00:00,97.83,31.34,16.41,22.33,20.1416,22.09,20.05,14.11,13.483,12.59
2018/12/11 00:00,97.71,31.34,16.41,22.3,20.1244,22.12,20.04,14.05,13.477,12.58
2018/12/12 00:00,97.67,31.32,16.39,22.3,20.106,22.18,20.01,14.03,13.465,12.56
2018/12/13 00:00,97.66,31.31,16.39,22.32,20.1135,22.2,20.01,14.03,13.467,12.56
2018/12/14 00:00,97.73,31.32,16.39,22.33,20.1171,22.15,20.03,14.04,13.472,12.57
2018/12/17 00:00,97.79,31.36,16.41,22.34,20.1626,22.1,20.06,14.06,13.486,12.56
2018/12/18 00:00,98.06,31.41,16.43,22.36,20.16,22.01,20.09,14.1,13.507,12.56
2018/12/19 00:00,98.22,31.49,16.47,22.36,20.1903,21.93,20.12,14.15,13.539,12.55
2018/12/20 00:00,98.02,31.57,16.5,22.28,20.2141,21.7,20.07,14.09,13.574,12.54
2018/12/21 00:00,97.97,31.5,16.47,22.25,20.1663,21.62,20.06,14.09,13.538,12.52
2018/12/24 00:00,0.0,0.0,0.0,22.28,0.0,21.58,20.09,14.11,0.0,12.53
2018/12/26 00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018/12/27 00:00,98.1,31.49,16.49,22.29,20.1763,21.59,20.03,14.09,13.542,12.53
2018/12/28 00:00,98.21,31.53,16.53,22.33,20.1838,21.67,20.1,14.09,13.54,12.53
2018/12/31 00:00,98.27,31.55,16.52,22.4,20.2025,21.71,20.13,14.12,13.566,12.53
2019/1/2 00:00,98.31,31.61,16.55,22.42,20.2524,21.72,20.16,14.13,13.598,12.53
2019/1/3 00:00,98.73,31.66,16.57,22.52,20.2633,21.72,20.25,14.23,13.618,12.55
2019/1/4 00:00,98.42,31.77,16.61,22.52,20.3087,21.97,20.18,14.19,13.633,12.55
2019/1/7 00:00,98.42,31.69,16.58,22.56,20.3091,22.09,20.18,14.18,13.624,12.56
2019/1/8 00:00,98.38,31.65,16.55,22.57,20.2831,22.19,20.17,14.19,13.593,12.57
2019/1/9 00:00,98.47,31.62,16.53,22.61,20.2737,22.29,20.19,14.19,13.581,12.59
2019/1/10 00:00,98.42,31.66,16.57,22.64,20.2954,22.28,20.17,14.16,13.605,12.6
2019/1/11 00:00,98.59,31.65,16.55,22.66,20.3112,22.31,20.2,14.2,13.605,12.61
2019/1/14 00:00,98.53,31.73,16.56,22.64,20.3298,22.25,20.18,14.18,13.613,12.61
2019/1/15 00:00,98.53,31.68,16.55,22.66,20.3394,22.29,20.17,14.17,13.605,12.6
2019/1/16 00:00,98.55,31.66,16.53,22.68,20.3254,22.37,20.18,14.16,13.584,12.61
2019/1/17 00:00,98.54,31.67,16.54,22.67,20.3393,22.38,20.17,14.16,13.593,12.61
2019/1/18 00:00,98.5,31.66,16.53,22.67,20.3411,22.46,20.14,14.13,13.585,12.61
2019/1/22 00:00,98.68,31.66,16.53,22.73,20.3586,22.4,20.18,14.16,13.595,12.62
2019/1/23 00:00,98.61,31.71,16.55,22.72,20.3537,22.39,20.18,14.13,13.598,12.62
2019/1/24 00:00,98.79,31.72,16.57,22.77,20.4079,22.39,20.21,14.16,13.627,12.63
2019/1/25 00:00,98.72,31.76,16.58,22.76,20.4035,22.44,20.19,14.13,13.629,12.64
2019/1/28 00:00,98.74,31.74,16.6,22.72,20.3935,22.37,20.19,14.12,13.63,12.63
2019/1/29 00:00,98.91,31.75,16.57,22.78,20.4047,22.4,20.23,14.15,13.629,12.64
2019/1/30 00:00,99.08,31.8,16.59,22.83,20.4271,22.47,20.26,14.21,13.65,12.65
2019/1/31 00:00,99.51,31.87,16.64,22.91,20.5411,22.55,20.33,14.31,13.694,12.67
2019/2/1 00:00,99.35,31.97,16.66,22.9,20.5291,22.58,20.28,14.28,13.721,12.67
2019/2/4 00:00,99.26,31.91,16.62,22.85,20.4807,22.59,20.26,14.24,13.684,12.67
2019/2/5 00:00,99.43,31.9,0.0,22.9,20.4801,22.69,20.3,14.25,13.694,12.68
2019/2/6 00:00,99.46,0.0,0.0,22.91,20.5235,22.71,20.31,14.25,13.718,12.69
2019/2/7 00:00,99.55,31.96,0.0,22.93,20.5265,22.63,20.32,14.27,13.732,12.69
2019/2/8 00:00,99.62,32.02,16.7,22.94,20.5516,22.62,20.35,14.28,13.751,12.7
2019/2/11 00:00,99.53,32.02,16.7,22.91,20.5833,22.62,20.33,14.25,13.742,12.7
2019/2/12 00:00,99.52,31.99,16.65,22.91,20.4829,22.7,20.32,14.24,13.73,12.7
2019/2/13 00:00,99.46,31.99,16.66,22.9,20.5093,22.71,20.3,14.24,13.714,12.7
2019/2/14 00:00,99.62,31.97,16.68,22.95,20.5544,22.71,20.34,14.28,13.739,12.71
2019/2/15 00:00,99.65,32.0,16.69,22.98,20.5365,22.76,20.34,14.28,13.732,12.71
2019/2/19 00:00,99.79,32.02,16.72,23.01,20.5644,22.78,20.37,14.31,13.746,12.72
2019/2/20 00:00,99.8,32.04,16.7,22.99,20.5726,22.81,20.36,14.31,13.751,12.72
2019/2/21 00:00,99.66,32.0,16.68,22.97,20.5417,22.81,20.32,14.29,13.73,12.72
2019/2/22 00:00,99.83,31.99,16.69,23.01,20.5517,22.83,20.36,14.33,13.736,12.73
2019/2/25 00:00,99.83,32.03,16.7,23.03,20.5545,22.87,20.35,14.32,13.736,12.74
2019/2/26 00:00,99.95,32.03,16.71,23.1,20.5829,22.89,20.38,14.35,13.75,12.74
2019/2/27 00:00,99.75,32.05,16.71,23.03,20.5772,22.9,20.34,14.3,13.738,12.74
2019/2/28 00:00,99.71,31.99,16.68,23.03,20.5387,22.92,20.32,14.29,13.715,12.75
2019/3/1 00:00,99.59,31.96,0.0,23.0,20.5158,22.94,20.28,14.26,13.693,12.75
2019/3/4 00:00,99.71,31.92,16.65,23.02,20.5091,22.93,20.32,14.28,13.686,12.75
2019/3/5 00:00,99.71,31.97,16.67,23.02,20.508,22.92,20.33,14.27,13.703,12.74
2019/3/6 00:00,100.03,31.98,16.68,23.04,20.5369,22.88,20.35,14.29,13.72,12.72
2019/3/7 00:00,99.96,32.03,16.72,23.08,20.5801,22.84,20.39,14.34,13.75,12.75
2019/3/8 00:00,99.99,32.09,16.73,23.07,20.6106,22.79,20.4,14.35,13.761,12.76
2019/3/11 00:00,99.95,32.11,16.75,23.08,20.6187,22.84,20.4,14.33,13.768,12.76
2019/3/12 00:00,100.14,32.11,16.75,23.13,20.6236,22.86,20.45,14.37,13.778,12.75
2019/3/13 00:00,100.15,32.17,16.78,23.14,20.6435,22.92,20.44,14.38,13.755,12.76
2019/3/14 00:00,100.09,32.16,16.77,23.13,20.6391,22.95,20.42,14.38,13.794,12.76
2019/3/15 00:00,100.25,32.16,16.78,23.18,20.6665,22.99,20.45,14.42,13.803,12.77
2019/3/18 00:00,100.31,32.2,16.79,23.21,20.6651,23.01,20.45,14.43,13.807,12.77
2019/3/19 00:00,100.31,32.2,16.78,23.2,20.6547,23.04,20.45,14.42,13.8,12.77
2019/3/20 00:00,100.62,32.21,16.79,23.25,20.6753,23.05,20.52,14.51,13.816,12.77
2019/3/21 00:00,100.71,32.32,16.85,23.27,20.7033,23.08,20.53,14.51,13.856,12.78
2019/3/22 00:00,101.02,32.38,16.91,23.36,20.8106,23.04,20.62,14.55,13.915,12.79
2019/3/25 00:00,101.17,32.49,16.94,23.36,20.8331,23.01,20.65,14.58,13.933,12.8
2019/3/26 00:00,101.23,32.53,16.97,23.37,20.8481,23.05,20.65,14.55,13.943,12.8
2019/3/27 00:00,101.35,32.57,17.01,23.39,20.9038,23.05,20.69,14.56,13.983,12.8
2019/3/28 00:00,101.31,32.61,17.01,23.36,20.8929,23.08,20.69,14.55,13.978,12.8
2019/3/29 00:00,101.26,32.59,16.99,23.36,20.831,23.14,20.68,14.57,13.965,12.8
2019/4/1 00:00,101.01,32.6,16.97,23.35,20.8654,23.18,20.6,14.52,13.947,12.79
2019/4/2 00:00,101.1,32.48,16.92,23.35,20.8278,23.17,20.62,14.53,13.914,12.8
2019/4/3 00:00,100.99,32.48,16.91,23.34,20.8063,23.2,20.59,14.49,13.901,12.8
2019/4/4 00:00,101.04,32.45,16.91,23.35,20.8047,23.21,20.6,14.5,13.898,12.8
2019/4/5 00:00,101.14,32.47,0.0,23.38,20.8068,23.26,20.62,14.51,13.905,12.81
2019/4/8 00:00,101.1,32.5,16.93,23.37,20.8315,23.28,20.6,14.5,13.955,12.81
2019/4/9 00:00,101.21,32.5,16.93,23.4,20.8332,23.27,20.62,14.52,13.962,12.81
2019/4/10 00:00,101.34,32.54,16.95,23.43,20.8446,23.3,20.65,14.56,13.94,12.82
2019/4/11 00:00,101.29,32.55,16.96,23.45,20.8534,23.34,20.63,14.53,13.935,12.82
2019/4/12 00:00,101.15,32.51,16.92,23.39,20.8136,23.39,20.59,14.51,13.908,12.82
2019/4/15 00:00,101.19,32.49,16.91,23.41,20.7986,23.38,20.6,14.51,13.902,12.82
2019/4/16 00:00,101.06,32.48,16.9,23.38,20.791,23.39,20.57,14.48,13.893,12.82
2019/4/17 00:00,101.07,32.48,16.89,23.41,20.7678,23.37,20.57,14.47,13.883,12.82
2019/4/18 00:00,101.21,32.48,16.91,23.45,20.7939,23.35,20.59,14.51,13.901,12.84
2019/4/22 00:00,0.0,0.0,0.0,0.0,0.0,23.34,20.57,0.0,0.0,0.0
2019/4/23 00:00,101.21,32.46,16.91,23.46,20.7848,23.36,20.59,14.53,13.895,12.84
2019/4/24 00:00,101.43,32.51,16.94,23.48,20.8391,23.39,20.64,14.58,13.917,12.85
2019/4/25 00:00,101.44,32.55,16.96,23.47,20.8453,23.38,20.63,14.59,13.93,12.84
2019/4/26 00:00,101.59,32.57,16.97,23.51,20.8762,23.39,20.66,14.61,13.946,12.87
2019/4/29 00:00,101.51,32.59,16.97,23.49,20.8674,23.41,20.64,14.58,13.938,12.86
2019/4/30 00:00,101.61,32.56,16.97,23.54,20.8512,23.43,20.66,14.6,13.941,12.88
2019/5/1 00:00,0.0,0.0,0.0,0.0,20.8877,23.43,20.67,0.0,0.0,0.0
2019/5/2 00:00,101.41,32.6,16.98,23.48,20.8816,23.4,20.62,14.5,13.948,12.87
2019/5/3 00:00,101.55,32.56,16.96,23.52,20.8472,23.46,20.65,14.55,13.935,12.88
2019/5/6 00:00,101.63,32.64,16.98,23.54,20.9526,23.42,20.67,14.57,13.958,12.89
2019/5/7 00:00,101.75,32.64,17.01,23.57,20.9234,23.36,20.7,14.59,13.976,12.89
2019/5/8 00:00,101.61,32.68,17.04,23.56,20.9446,23.36,20.67,14.54,13.991,12.89
2019/5/9 00:00,0.0,0.0,17.03,0.0,20.942,23.31,20.68,0.0,0.0,0.0
2019/5/10 00:00,101.68,32.66,17.05,23.6,20.9442,23.3,20.68,14.59,13.987,12.9
2019/5/13 00:00,101.84,32.69,0.0,23.56,20.9643,23.19,20.71,14.63,14.009,12.9
2019/5/14 00:00,101.83,32.73,17.07,23.58,20.9796,23.24,20.71,14.64,14.015,12.87
2019/5/15 00:00,101.97,32.74,17.08,23.59,21.0065,23.23,20.74,14.66,14.033,12.91
2019/5/16 00:00,101.9,32.76,17.08,23.61,20.9976,23.28,20.73,14.63,14.023,12.9
2019/5/17 00:00,101.92,32.75,17.09,23.59,21.0112,23.27,20.73,14.63,14.036,12.91
2019/5/20 00:00,101.83,32.76,17.09,23.56,20.9963,23.27,20.7,14.61,14.032,12.9
2019/5/21 00:00,101.82,32.72,17.07,23.55,20.9611,23.31,20.69,14.62,14.006,12.9
2019/5/22 00:00,101.92,32.72,17.07,23.61,20.9752,23.29,20.72,14.61,14.012,12.91
2019/5/23 00:00,102.14,32.78,17.12,23.65,21.0047,23.23,20.78,14.67,14.055,12.93
2019/5/24 00:00,102.11,32.86,17.18,23.68,21.0509,23.24,20.78,14.68,14.061,12.93
2019/5/28 00:00,102.27,32.86,17.16,23.7,21.0617,23.23,20.81,14.71,14.117,12.94
2019/5/29 00:00,102.29,32.98,17.21,23.7,21.1123,23.15,20.79,14.75,14.157,12.94
2019/5/30 00:00,0.0,0.0,17.2,0.0,21.0972,23.17,20.85,0.0,0.0,0.0
2019/5/31 00:00,102.79,33.03,17.26,23.78,21.1628,23.09,20.92,14.86,14.155,12.96
2019/6/3 00:00,103.02,33.15,17.32,23.81,21.2416,23.09,20.98,14.91,14.208,12.97
2019/6/4 00:00,0.0,33.22,17.34,23.8,21.2558,23.18,20.94,14.87,14.238,12.96
2019/6/5 00:00,0.0,33.19,17.33,23.83,21.296,23.21,20.94,14.88,14.217,12.95
2019/6/6 00:00,102.87,33.19,17.33,23.83,21.2745,23.22,20.94,14.85,14.215,12.94
2019/6/7 00:00,103.04,33.2,0.0,23.89,21.3101,0.0,0.0,14.91,14.234,12.95
2019/6/10 00:00,0.0,0.0,17.33,0.0,21.2788,23.35,20.98,0.0,0.0,0.0
2019/6/11 00:00,102.89,33.17,17.31,23.9,21.2467,23.37,20.98,14.83,14.192,12.93
2019/6/12 00:00,102.96,33.2,17.32,23.88,21.2755,23.34,21.0,14.83,14.207,12.95
2019/6/13 00:00,103.07,33.23,17.34,23.93,21.292,23.36,21.03,14.85,14.222,12.96
2019/6/14 00:00,103.02,33.29,17.37,23.92,21.3082,23.34,21.03,14.8,14.238,12.96
2019/6/17 00:00,103.02,33.27,17.36,23.93,21.301,23.35,21.03,14.79,14.23,12.95
2019/6/18 00:00,103.23,33.31,17.39,23.99,21.3604,23.42,21.08,14.84,14.249,12.96
2019/6/19 00:00,103.52,33.34,17.36,24.05,21.3243,23.47,21.13,14.92,14.247,12.97
2019/6/20 00:00,103.83,33.49,17.47,24.16,21.443,23.57,21.18,15.03,14.321,12.98
2019/6/21 00:00,103.61,33.52,17.45,24.1,21.4328,23.6,21.13,14.94,14.311,12.98
2019/6/24 00:00,103.82,33.48,17.45,24.16,21.423,23.6,21.19,14.95,14.316,12.99
2019/6/25 00:00,103.79,33.58,17.49,24.16,21.4523,23.57,21.2,14.95,14.349,12.99
2019/6/26 00:00,103.66,33.57,17.48,24.13,21.4462,23.56,21.15,14.93,14.33,12.97
2019/6/27 00:00,103.86,33.5,17.45,24.14,21.4304,23.57,21.2,14.97,14.289,12.98
2019/6/28 00:00,103.91,33.55,17.48,24.17,21.4457,23.62,21.22,14.96,14.34,12.99
2019/7/1 00:00,103.86,33.61,0.0,24.18,21.466,23.66,21.23,14.93,14.354,12.99
2019/7/2 00:00,104.06,33.59,17.49,24.23,21.492,23.65,21.28,14.96,14.358,13.0
2019/7/3 00:00,104.22,33.69,17.53,24.27,21.5365,23.66,21.32,14.98,14.387,13.01
2019/7/5 00:00,103.95,33.68,17.49,24.18,21.496,23.65,21.22,14.93,14.342,12.99
2019/7/8 00:00,103.96,33.61,17.48,24.17,21.4754,23.64,21.21,14.95,14.356,12.99
2019/7/9 00:00,103.9,33.59,17.46,24.14,21.4472,23.61,21.19,14.95,14.325,12.99
2019/7/10 00:00,103.95,33.59,17.45,24.16,21.4516,23.63,21.2,14.97,14.292,13.01
2019/7/11 00:00,103.71,33.56,17.44,24.12,21.4344,23.62,21.12,14.93,14.316,13.0
2019/7/12 00:00,103.78,33.47,17.4,24.14,21.3824,23.64,21.14,14.96,14.282,13.01
2019/7/15 00:00,103.91,33.51,17.43,24.19,21.4133,23.68,21.17,14.97,14.303,13.02
2019/7/16 00:00,103.81,33.53,17.42,24.13,21.3882,23.67,21.14,14.96,14.29,13.02
