,66Q,MY0,J94,601,S61,JE5,JB2,61D,59X,L12
2015/2/3 00:00,93.79,30.99,16.04,21.49,20.32,20.9,20.46,14.5,13.557,11.02
2015/2/4 00:00,93.63,30.89,15.99,21.49,20.25,20.91,20.47,14.49,13.503,11.02
2015/2/5 00:00,93.66,30.9,15.99,21.48,20.27,20.95,20.46,14.47,13.496,11.04
2015/2/6 00:00,93.57,30.84,15.98,21.43,20.23,21.0,20.38,14.35,13.497,11.02
2015/2/9 00:00,93.53,30.75,15.91,21.42,20.21,21.01,20.37,14.34,13.435,11.02
2015/2/10 00:00,93.53,30.73,15.92,21.38,20.15,21.0,20.34,14.28,13.435,11.02
2015/2/11 00:00,93.45,30.68,15.9,21.37,20.15,21.0,20.33,14.27,13.415,11.02
2015/2/12 00:00,93.54,30.69,15.89,21.38,20.14,21.0,20.35,14.24,13.416,11.03
2015/2/13 00:00,93.51,30.69,15.88,21.39,20.13,21.02,20.32,14.21,13.426,11.04
2015/2/17 00:00,93.46,30.65,15.85,21.31,20.12,21.04,20.24,14.12,13.409,11.03
2015/2/18 00:00,93.32,30.54,15.81,21.36,20.02,21.05,20.31,14.21,13.344,11.04
2015/2/19 00:00,93.45,30.62,0.0,21.34,20.09,21.07,20.28,14.17,13.39,11.03
2015/2/20 00:00,93.46,30.62,0.0,21.34,20.11,21.09,20.27,14.16,13.368,11.04
2015/2/23 00:00,93.45,30.6,15.84,21.39,20.1,21.1,20.32,14.21,13.362,11.05
2015/2/24 00:00,93.58,30.65,15.86,21.45,20.12,21.13,20.38,14.27,13.404,11.07
2015/2/25 00:00,93.75,30.76,15.91,21.48,20.2,21.16,20.39,14.3,13.449,11.08
2015/2/26 00:00,93.83,30.79,15.93,21.46,20.22,21.2,20.35,14.31,13.459,11.06
2015/2/27 00:00,93.78,30.72,15.9,21.48,20.18,21.23,20.36,14.36,13.432,11.07
2015/3/2 00:00,93.83,30.75,15.91,21.43,20.19,21.25,20.31,14.27,13.446,11.06
2015/3/3 00:00,93.7,30.66,15.87,21.41,20.13,21.23,20.29,14.27,13.402,11.06
2015/3/4 00:00,93.63,30.62,15.85,21.4,20.12,21.2,20.3,14.28,13.385,11.06
2015/3/5 00:00,93.63,30.63,15.85,21.41,20.12,21.2,20.31,14.25,13.388,11.06
2015/3/6 00:00,93.51,30.58,15.81,21.31,20.06,21.17,20.21,14.11,13.4,11.06
2015/3/9 00:00,93.38,30.5,15.79,21.32,20.02,21.15,20.24,14.08,13.328,11.06
2015/3/10 00:00,93.46,30.55,15.83,21.32,20.05,21.08,20.28,14.11,13.347,11.07
2015/3/11 00:00,93.49,30.6,15.85,21.33,20.04,21.11,20.29,14.12,13.378,11.07
2015/3/12 00:00,93.57,30.64,15.85,21.35,20.09,21.12,20.31,14.11,13.387,11.07
2015/3/13 00:00,93.52,30.64,15.87,21.31,20.03,21.09,20.29,14.06,13.395,11.07
2015/3/16 00:00,93.5,30.63,15.87,21.31,20.06,21.05,20.3,14.04,13.384,11.07
2015/3/17 00:00,93.5,30.64,15.88,21.31,20.05,21.02,20.32,14.07,13.394,11.08
2015/3/18 00:00,93.55,30.67,15.9,21.36,20.07,21.03,20.41,14.28,13.408,11.09
2015/3/19 00:00,93.76,30.81,15.97,21.38,20.19,21.07,20.4,14.29,13.487,11.09
2015/3/20 00:00,93.76,30.81,15.97,21.43,20.19,21.09,20.44,14.32,13.476,11.1
2015/3/23 00:00,93.84,30.84,15.99,21.46,20.22,21.1,20.45,14.31,13.502,11.1
2015/3/24 00:00,93.89,30.87,16.0,21.51,20.24,21.11,20.48,14.38,13.508,11.11
2015/3/25 00:00,93.98,30.92,16.02,21.49,20.27,21.12,20.45,14.38,13.534,11.11
2015/3/26 00:00,93.83,30.83,15.94,21.42,20.21,21.11,20.38,14.29,13.505,11.09
2015/3/27 00:00,93.73,30.78,15.96,21.46,20.2,21.12,20.43,14.3,13.45,11.1
2015/3/30 00:00,93.83,30.85,15.99,21.47,20.21,21.14,20.43,14.25,13.493,11.1
2015/3/31 00:00,93.83,30.85,15.98,21.5,20.2,21.16,20.46,14.29,13.486,11.1
2015/4/1 00:00,93.95,30.93,16.03,21.55,20.26,21.17,20.51,14.41,13.506,11.12
2015/4/2 00:00,94.05,30.97,16.04,21.54,20.28,21.2,20.49,14.37,13.545,11.12
2015/4/6 00:00,0.0,0.0,0.0,0.0,0.0,21.24,20.5,0.0,0.0,0.0
2015/4/7 00:00,94.01,30.94,0.0,21.58,20.28,21.27,20.52,14.43,13.534,11.12
2015/4/8 00:00,94.12,30.97,16.04,21.6,20.31,21.3,20.53,14.41,13.547,11.12
2015/4/9 00:00,94.16,30.97,16.03,21.57,20.31,21.32,20.47,14.34,13.551,11.12
2015/4/10 00:00,94.1,30.92,16.01,21.58,20.28,21.33,20.47,14.33,13.515,11.12
2015/4/13 00:00,94.12,30.91,16.0,21.59,20.26,21.34,20.49,14.34,13.518,11.13
2015/4/14 00:00,94.18,30.98,16.04,21.61,20.32,21.34,20.51,14.37,13.53,11.13
2015/4/15 00:00,94.2,30.99,16.07,21.63,20.32,21.36,20.52,14.4,13.55,11.13
2015/4/16 00:00,94.19,30.99,16.05,21.64,20.33,21.37,20.53,14.43,13.554,11.14
2015/4/17 00:00,94.22,30.99,16.04,21.64,20.31,21.34,20.55,14.52,13.563,11.15
2015/4/20 00:00,94.26,31.02,16.06,21.62,20.34,21.37,20.51,14.47,13.574,11.14
2015/4/21 00:00,94.21,30.96,16.04,21.62,20.32,21.38,20.5,14.43,13.543,11.15
2015/4/22 00:00,94.17,30.93,16.02,21.58,20.31,21.37,20.45,14.37,13.536,11.14
2015/4/23 00:00,94.09,30.87,15.99,21.61,20.25,21.37,20.47,14.42,13.507,11.15
2015/4/24 00:00,94.15,30.91,16.02,21.63,20.32,21.37,20.5,14.45,13.52,11.16
2015/4/27 00:00,94.2,30.93,16.02,21.64,20.3,21.38,20.5,14.46,13.537,11.16
2015/4/28 00:00,94.17,30.91,16.01,21.61,20.29,21.38,20.45,14.39,13.533,11.14
2015/4/29 00:00,93.97,30.81,15.96,21.55,20.2,21.35,20.4,14.36,13.496,11.13
2015/4/30 00:00,93.86,30.74,15.93,21.53,20.18,21.35,20.38,14.38,13.455,11.13
2015/5/1 00:00,0.0,0.0,0.0,0.0,20.17,21.35,20.33,0.0,0.0,0.0
2015/5/4 00:00,93.74,30.68,15.91,21.48,20.14,21.36,20.32,14.26,13.406,11.13
2015/5/5 00:00,93.65,30.62,15.89,21.45,20.12,21.35,20.29,14.24,13.394,11.12
2015/5/6 00:00,93.54,30.57,15.86,21.4,20.08,21.32,20.24,14.15,13.37,11.12
2015/5/7 00:00,93.43,30.52,15.85,21.42,20.04,21.31,20.27,14.19,13.338,11.12
2015/5/8 00:00,93.55,30.61,15.89,21.47,20.1,21.34,20.3,14.23,13.368,11.13
2015/5/11 00:00,93.45,30.62,15.85,21.4,20.08,21.36,20.23,14.11,13.394,11.12
2015/5/12 00:00,93.3,30.46,15.81,21.37,19.94,21.3,20.22,14.13,13.321,11.11
2015/5/13 00:00,93.28,30.48,15.84,21.37,20.06,21.33,20.22,14.11,13.323,11.12
2015/5/14 00:00,0.0,0.0,15.83,0.0,20.02,21.34,20.25,0.0,0.0,0.0
2015/5/15 00:00,93.49,30.52,15.87,21.45,20.02,21.35,20.32,14.22,13.336,11.14
2015/5/18 00:00,93.5,30.58,15.88,21.41,20.09,21.36,20.26,14.15,13.399,11.13
2015/5/19 00:00,93.4,30.48,15.83,21.39,20.0,21.37,20.23,14.1,13.346,11.12
2015/5/20 00:00,93.31,30.45,15.82,21.39,20.0,21.37,20.24,14.14,13.319,11.12
2015/5/21 00:00,93.37,30.48,15.85,21.44,20.0,21.39,20.28,14.18,13.321,11.13
2015/5/22 00:00,93.44,30.52,15.86,21.42,20.03,21.38,20.25,14.19,13.353,11.13
2015/5/26 00:00,93.5,30.51,15.86,21.47,20.05,21.4,20.31,14.22,13.33,11.14
2015/5/27 00:00,93.54,30.59,15.89,21.48,20.08,21.42,20.31,14.18,13.373,11.14
2015/5/28 00:00,93.58,30.61,15.9,21.48,20.09,21.42,20.32,14.18,13.378,11.14
2015/5/29 00:00,93.6,30.63,15.92,21.51,20.1,21.44,20.34,14.25,13.378,11.14
2015/6/1 00:00,93.52,30.63,15.91,21.45,20.1,21.44,20.27,14.14,13.4,11.14
2015/6/2 00:00,93.32,30.49,15.84,21.4,20.0,21.42,20.23,14.09,13.341,11.13
2015/6/3 00:00,93.12,30.38,15.79,21.33,19.97,21.39,20.16,14.0,13.299,11.12
2015/6/4 00:00,93.03,30.32,15.79,21.34,19.93,21.37,20.2,14.05,13.246,11.12
2015/6/5 00:00,93.01,30.33,15.77,21.26,19.91,21.32,20.13,14.0,13.283,11.11
2015/6/8 00:00,92.89,30.26,15.78,21.26,19.87,21.3,20.14,14.02,13.224,11.11
2015/6/9 00:00,92.82,30.25,15.74,21.21,19.9,21.25,20.11,14.0,13.239,11.1
2015/6/10 00:00,92.69,30.2,15.72,21.17,19.85,21.24,20.06,13.94,13.209,11.09
2015/6/11 00:00,92.72,30.15,15.71,21.23,19.87,21.28,20.12,14.0,13.173,11.1
2015/6/12 00:00,92.94,30.27,15.76,21.23,19.9,21.26,20.11,14.01,13.231,11.1
2015/6/15 00:00,92.89,30.29,15.78,21.22,19.94,21.21,20.12,14.04,13.225,11.08
2015/6/16 00:00,92.89,30.28,15.77,21.23,19.93,21.19,20.14,14.12,13.23,11.08
2015/6/17 00:00,92.88,30.3,15.78,21.24,19.93,21.22,20.15,14.14,13.247,11.09
2015/6/18 00:00,92.87,30.31,15.79,21.23,19.93,21.25,20.12,14.08,13.254,11.08
2015/6/19 00:00,92.96,30.32,15.81,21.28,19.95,21.28,20.18,14.14,13.231,11.1
2015/6/22 00:00,92.96,30.36,15.81,21.24,19.95,21.3,20.12,14.09,13.278,11.09
2015/6/23 00:00,0.0,0.0,15.75,0.0,19.87,21.29,20.08,0.0,0.0,0.0
2015/6/24 00:00,92.61,30.22,15.75,21.24,19.89,21.27,20.11,14.08,13.193,11.08
2015/6/25 00:00,92.78,30.26,15.76,21.21,19.89,21.27,20.09,14.06,13.218,11.09
2015/6/26 00:00,92.66,30.21,15.73,21.16,19.86,21.24,20.04,13.99,13.205,11.08
2015/6/29 00:00,92.56,30.22,15.73,21.18,19.89,21.16,20.12,14.09,13.156,11.06
2015/6/30 00:00,92.77,30.29,15.79,21.18,19.92,21.18,20.12,14.1,13.232,11.06
2015/7/1 00:00,92.69,30.24,0.0,21.15,19.87,21.2,20.07,14.02,13.234,11.06
2015/7/2 00:00,92.57,30.2,15.78,21.17,19.86,21.2,20.09,14.07,13.188,11.07
2015/7/6 00:00,92.74,30.27,15.8,21.21,19.93,21.17,20.16,14.15,13.208,11.06
2015/7/7 00:00,92.91,30.41,15.86,21.22,19.99,21.16,20.19,14.21,13.269,11.07
2015/7/8 00:00,92.9,30.36,15.86,21.23,19.98,21.14,20.21,14.19,13.287,11.07
2015/7/9 00:00,92.9,30.42,15.85,21.18,19.96,21.15,20.13,14.11,13.303,11.06
2015/7/10 00:00,92.66,30.29,15.8,21.13,19.88,21.18,20.05,14.02,13.247,11.06
2015/7/13 00:00,92.56,30.17,15.74,21.14,19.83,21.21,20.04,13.99,13.18,11.07
2015/7/14 00:00,92.5,30.17,15.74,21.16,19.86,21.23,20.07,14.01,13.177,11.07
2015/7/15 00:00,92.59,30.21,15.75,21.19,19.83,21.25,20.1,14.05,13.192,11.07
2015/7/16 00:00,92.73,30.26,15.78,21.19,19.86,21.26,20.1,14.05,13.22,11.08
2015/7/17 00:00,92.79,30.28,15.79,21.19,19.89,21.24,20.11,14.05,13.219,11.09
2015/7/20 00:00,92.82,30.28,15.78,21.16,19.88,21.22,20.08,14.02,13.225,11.09
2015/7/21 00:00,92.76,30.25,15.77,21.17,19.85,21.19,20.11,14.05,13.207,11.09
2015/7/22 00:00,92.83,30.28,15.8,21.15,19.89,21.15,20.11,14.06,13.226,11.1
2015/7/23 00:00,92.84,30.3,15.81,21.15,19.89,21.14,20.14,14.09,13.234,11.1
2015/7/24 00:00,92.86,30.35,15.84,21.14,19.93,21.11,20.14,14.06,13.259,11.09
2015/7/27 00:00,92.84,30.36,15.86,21.12,19.93,21.04,20.17,14.08,13.254,11.09
2015/7/28 00:00,92.87,30.36,15.85,21.12,19.9,21.07,20.15,14.07,13.272,11.09
2015/7/29 00:00,92.84,30.34,15.84,21.13,19.89,21.13,20.14,14.06,13.261,11.09
2015/7/30 00:00,92.86,30.34,15.84,21.15,19.9,21.18,20.15,14.07,13.25,11.09
2015/7/31 00:00,92.88,30.38,15.86,21.19,19.93,21.19,20.19,14.11,13.259,11.1
2015/8/3 00:00,93.04,30.45,15.89,21.22,19.94,21.18,20.23,14.12,13.296,11.11
2015/8/4 00:00,93.1,30.49,15.9,21.17,19.96,21.18,20.19,14.06,13.323,11.1
2015/8/5 00:00,92.93,30.38,15.84,21.14,19.86,21.19,20.14,13.99,13.282,11.09
2015/8/6 00:00,92.87,30.35,15.84,21.13,19.89,21.15,20.16,14.01,13.25,11.1
2015/8/7 00:00,92.92,30.38,15.86,21.14,19.91,21.11,20.19,14.06,13.269,11.09
2015/8/10 00:00,92.93,30.41,15.87,21.09,19.92,21.1,20.14,14.03,13.297,11.09
2015/8/11 00:00,92.87,30.39,15.89,21.12,19.92,21.05,20.21,14.1,13.261,11.09
2015/8/12 00:00,92.95,30.47,15.92,21.1,19.95,21.0,20.2,14.08,13.314,11.08
2015/8/13 00:00,92.86,30.44,15.9,21.07,19.9,21.03,20.15,14.02,13.307,11.07
2015/8/14 00:00,92.79,30.37,15.86,21.07,19.87,21.02,20.15,14.02,13.273,11.07
2015/8/17 00:00,92.79,30.44,15.88,21.09,19.89,21.02,20.18,14.04,13.27,11.07
2015/8/18 00:00,92.8,30.4,15.88,21.05,19.88,21.01,20.14,13.98,13.294,11.06
2015/8/19 00:00,92.7,30.35,15.85,21.07,19.85,20.97,20.18,14.01,13.27,11.07
2015/8/20 00:00,92.8,30.44,15.92,21.06,19.89,20.93,20.21,14.05,13.304,11.07
2015/8/21 00:00,92.83,30.47,15.93,21.04,19.9,20.87,20.23,14.05,13.324,11.07
2015/8/24 00:00,92.79,30.52,15.98,20.97,19.91,20.74,20.24,14.04,13.337,11.07
2015/8/25 00:00,92.67,30.48,15.94,20.93,19.86,20.8,20.14,13.96,13.351,11.05
2015/8/26 00:00,92.51,30.34,15.88,20.91,19.77,20.79,20.11,13.91,13.28,11.05
2015/8/27 00:00,92.48,30.3,15.86,20.98,19.77,20.86,20.13,13.99,13.254,11.06
2015/8/28 00:00,92.57,30.36,15.89,20.99,19.78,20.89,20.12,14.0,13.271,11.06
2015/8/31 00:00,92.61,30.36,15.91,20.98,19.83,20.9,20.1,13.99,13.265,11.06
2015/9/1 00:00,92.52,30.32,15.86,20.96,19.81,20.87,20.12,13.96,13.253,11.05
2015/9/2 00:00,92.59,30.33,15.87,20.93,19.8,20.89,20.11,13.91,13.268,11.05
2015/9/3 00:00,92.57,30.31,0.0,20.96,19.82,20.93,20.14,13.91,13.253,11.05
2015/9/4 00:00,92.7,30.36,15.89,20.98,19.85,20.92,20.17,13.93,13.275,11.06
2015/9/8 00:00,92.69,30.38,15.89,20.95,19.84,20.96,20.12,13.88,13.302,11.05
2015/9/9 00:00,92.65,30.3,15.85,20.98,19.81,20.94,20.14,13.91,13.263,11.06
2015/9/10 00:00,92.69,30.35,15.87,20.94,19.84,20.94,20.12,13.91,13.281,11.05
2015/9/11 00:00,92.64,30.34,15.88,20.96,19.85,20.93,20.14,13.95,13.263,11.06
2015/9/14 00:00,92.7,30.38,15.89,20.96,19.86,20.92,20.15,13.92,13.284,11.05
2015/9/15 00:00,92.64,30.35,15.87,20.9,19.83,20.91,20.07,13.82,13.284,11.05
2015/9/16 00:00,92.45,30.23,15.82,20.88,19.78,20.89,20.05,13.81,13.22,11.05
2015/9/17 00:00,92.45,30.21,15.82,20.95,19.78,20.89,20.12,13.92,13.213,11.06
2015/9/18 00:00,92.74,30.38,15.9,20.99,19.88,20.87,20.19,13.97,13.278,11.07
2015/9/21 00:00,92.81,30.44,15.91,20.93,19.88,20.86,20.12,13.87,13.329,11.06
2015/9/22 00:00,92.68,30.37,15.9,20.93,19.83,20.76,20.18,13.92,13.271,11.07
2015/9/23 00:00,92.74,30.43,15.92,20.9,19.88,20.75,20.17,13.92,13.319,11.07
2015/9/24 00:00,92.72,30.44,15.94,20.84,19.88,20.66,20.17,13.91,13.308,11.06
2015/9/25 00:00,92.63,30.4,15.91,20.81,19.79,20.62,20.14,13.83,13.312,11.06
2015/9/28 00:00,92.55,30.38,0.0,20.75,19.81,20.45,20.17,13.84,13.28,11.05
2015/9/29 00:00,92.46,30.43,15.95,20.73,19.78,20.41,20.17,13.87,13.306,11.04
2015/9/30 00:00,92.46,30.44,15.96,20.75,19.78,20.41,20.17,13.88,13.321,11.05
2015/10/1 00:00,92.5,30.47,0.0,20.76,19.81,20.39,20.17,13.95,13.316,11.04
2015/10/2 00:00,92.52,30.52,16.03,20.78,19.82,20.35,20.21,14.03,13.322,11.04
2015/10/5 00:00,92.58,30.53,16.0,20.82,19.81,20.44,20.17,13.98,13.357,11.04
2015/10/6 00:00,92.61,30.47,15.97,20.87,19.8,20.49,20.2,14.03,13.33,11.05
2015/10/7 00:00,92.68,30.51,15.97,20.93,19.83,20.59,20.19,14.02,13.352,11.05
2015/10/8 00:00,92.74,30.52,15.97,20.9,19.87,20.62,20.15,14.01,13.354,11.04
2015/10/9 00:00,92.68,30.45,15.94,20.96,19.83,20.69,20.17,13.98,13.322,11.05
2015/10/12 00:00,92.74,30.48,0.0,20.99,19.87,20.71,20.2,14.01,13.334,11.05
2015/10/13 00:00,92.81,30.51,15.95,20.97,19.9,20.67,20.2,13.99,13.357,11.04
2015/10/14 00:00,92.85,30.53,15.99,21.01,19.91,20.66,20.26,14.03,13.358,11.04
2015/10/15 00:00,92.93,30.6,16.02,20.99,19.92,20.65,20.22,14.0,13.4,11.04
2015/10/16 00:00,92.91,30.57,16.01,21.02,19.93,20.71,20.22,13.98,13.375,11.04
2015/10/19 00:00,92.89,30.56,16.0,21.02,19.92,20.71,20.22,13.95,13.377,11.04
2015/10/20 00:00,92.93,30.53,15.98,21.01,19.91,20.76,20.19,13.93,13.373,11.03
2015/10/21 00:00,92.94,30.54,0.0,21.03,19.93,20.74,20.23,13.95,13.349,11.02
2015/10/22 00:00,92.98,30.56,16.0,21.04,19.94,20.72,20.24,13.97,13.375,11.02
2015/10/23 00:00,93.09,30.57,15.98,21.04,19.94,20.79,20.2,13.97,13.39,11.03
2015/10/26 00:00,93.17,30.56,15.98,21.07,19.96,20.77,20.23,13.97,13.359,11.03
2015/10/27 00:00,93.26,30.6,16.01,21.07,19.98,20.75,20.25,13.99,13.376,11.02
2015/10/28 00:00,93.18,30.59,15.99,21.04,19.96,20.77,20.21,13.92,13.39,11.02
2015/10/29 00:00,92.96,30.5,15.94,20.98,19.91,20.76,20.15,13.88,13.35,11.01
2015/10/30 00:00,92.97,30.43,15.91,21.0,19.89,20.76,20.17,13.91,13.302,11.02
2015/11/2 00:00,92.98,30.45,15.91,21.0,19.88,20.8,20.15,13.9,13.319,11.02
2015/11/3 00:00,92.95,30.43,15.9,21.0,19.88,20.82,20.13,13.89,13.304,11.02
2015/11/4 00:00,92.95,30.39,15.89,20.99,19.88,20.82,20.12,13.86,13.29,11.02
2015/11/5 00:00,92.9,30.34,15.87,20.97,19.82,20.79,20.11,13.82,13.279,11.02
2015/11/6 00:00,92.68,30.29,15.83,20.88,19.78,20.73,20.04,13.77,13.272,11.01
2015/11/9 00:00,92.6,30.2,15.77,20.83,19.78,20.65,20.02,13.78,13.22,11.0
2015/11/10 00:00,92.58,30.2,15.8,20.82,19.77,20.6,20.03,13.78,13.211,11.01
2015/11/11 00:00,92.51,30.21,0.0,20.81,19.77,20.6,20.02,13.74,13.226,11.01
2015/11/12 00:00,92.52,30.2,15.81,20.78,19.76,20.53,20.01,13.76,13.213,11.01
2015/11/13 00:00,92.55,30.22,15.83,20.78,19.77,20.49,20.04,13.78,13.22,11.02
2015/11/16 00:00,92.53,30.26,15.85,20.73,19.78,20.46,20.04,13.76,13.24,11.02
2015/11/17 00:00,92.64,30.23,15.83,20.81,19.81,20.52,20.06,13.79,13.243,11.02
2015/11/18 00:00,92.66,30.26,15.84,20.81,19.82,20.51,20.05,13.81,13.253,11.02
2015/11/19 00:00,92.73,30.29,15.86,20.8,19.8,20.47,20.07,13.85,13.251,11.03
2015/11/20 00:00,92.69,30.31,15.88,20.79,19.87,20.44,20.05,13.87,13.269,11.04
2015/11/23 00:00,92.69,30.28,15.87,20.79,19.8,20.44,20.06,13.88,13.257,11.06
2015/11/24 00:00,92.64,30.3,15.88,20.78,19.82,20.42,20.05,13.89,13.26,11.03
2015/11/25 00:00,92.67,30.3,15.87,20.8,19.81,20.44,20.05,13.89,13.261,11.04
2015/11/27 00:00,92.7,30.31,15.88,20.8,19.82,20.44,20.06,13.89,13.267,11.04
2015/11/30 00:00,92.75,30.32,15.88,20.79,19.82,20.46,20.07,13.88,13.27,11.05
2015/12/1 00:00,92.92,30.35,15.9,20.86,19.82,20.5,20.12,13.93,13.275,11.05
2015/12/2 00:00,92.92,30.43,15.92,20.84,19.87,20.46,20.11,13.9,13.318,11.04
2015/12/3 00:00,92.53,30.37,15.87,20.7,19.83,20.41,19.97,13.8,13.309,11.02
2015/12/4 00:00,92.69,30.22,15.83,20.71,19.75,20.38,20.02,13.84,13.212,11.03
2015/12/7 00:00,92.69,30.3,15.86,20.7,19.78,20.32,20.05,13.85,13.247,11.04
2015/12/8 00:00,92.54,30.36,15.88,20.63,19.81,20.25,20.02,13.83,13.277,11.03
2015/12/9 00:00,92.58,30.3,15.86,20.65,19.77,20.22,20.04,13.83,13.254,11.03
2015/12/10 00:00,92.46,30.34,15.88,20.61,19.78,20.17,20.01,13.77,13.275,11.02
2015/12/11 00:00,92.47,30.33,15.89,20.55,19.75,20.02,20.06,13.83,13.248,11.02
2015/12/14 00:00,92.1,30.36,15.9,20.35,19.68,19.84,19.96,13.72,13.293,11.0
2015/12/15 00:00,92.06,30.21,15.84,20.44,19.62,19.92,19.94,13.72,13.227,10.99
2015/12/16 00:00,92.07,30.19,15.83,20.45,19.63,19.95,19.93,13.68,13.208,11.0
2015/12/17 00:00,92.19,30.19,15.82,20.47,19.65,19.92,19.96,13.73,13.195,11.0
2015/12/18 00:00,92.17,30.26,15.85,20.45,19.67,19.82,19.98,13.76,13.225,10.99
2015/12/21 00:00,92.15,30.29,15.84,20.44,19.66,19.82,19.98,13.74,13.237,10.99
2015/12/22 00:00,92.02,30.27,15.85,20.44,19.64,19.83,19.94,13.71,13.232,10.98
2015/12/23 00:00,92.01,30.2,15.82,20.46,19.61,19.88,19.92,13.73,13.207,10.98
2015/12/24 00:00,0.0,0.0,0.0,20.49,0.0,19.89,19.94,13.75,0.0,10.99
2015/12/28 00:00,92.16,30.22,15.84,20.5,19.65,0.0,0.0,13.76,13.208,10.99
2015/12/29 00:00,92.0,30.22,15.83,20.46,19.64,19.93,19.89,13.7,13.217,10.98
2015/12/30 00:00,92.06,30.13,15.78,20.47,19.6,19.96,19.9,13.71,13.172,10.98
2015/12/31 00:00,92.12,30.17,15.81,20.5,19.62,19.94,19.92,13.73,13.175,10.99
2016/1/4 00:00,92.21,30.24,15.87,20.47,19.66,19.88,19.95,13.77,13.195,10.98
2016/1/5 00:00,92.2,30.23,15.83,20.51,19.64,19.92,19.95,13.78,13.21,10.98
2016/1/6 00:00,92.37,30.27,15.86,20.55,19.67,19.9,20.01,13.82,13.208,10.98
2016/1/7 00:00,92.36,30.32,15.88,20.52,19.7,19.82,20.03,13.81,13.249,10.97
2016/1/8 00:00,92.38,30.34,15.89,20.54,19.68,19.82,20.05,13.81,13.257,10.98
2016/1/11 00:00,92.26,30.36,15.88,20.5,19.64,19.79,20.02,13.76,13.27,10.97
2016/1/12 00:00,92.26,30.33,15.9,20.52,19.68,19.78,20.07,13.79,13.251,10.97
2016/1/13 00:00,92.38,30.39,15.93,20.5,19.71,19.72,20.09,13.82,13.283,10.97
2016/1/14 00:00,92.11,30.45,15.97,20.43,19.69,19.63,20.04,13.8,13.301,10.95
2016/1/15 00:00,92.03,30.43,15.98,20.37,19.69,19.48,20.07,13.79,13.268,10.93
2016/1/19 00:00,92.03,30.42,15.98,20.34,19.65,19.48,20.06,13.8,13.292,10.91
2016/1/20 00:00,91.97,30.46,16.0,20.34,19.62,19.3,20.06,13.78,13.287,10.88
2016/1/21 00:00,91.84,30.44,16.0,20.29,19.59,19.34,20.04,13.76,13.292,10.87
2016/1/22 00:00,91.85,30.37,15.95,20.37,19.57,19.46,20.03,13.77,13.283,10.88
2016/1/25 00:00,91.9,30.4,15.96,20.39,19.55,19.5,20.05,13.78,13.279,10.89
2016/1/26 00:00,91.95,30.42,15.97,20.42,19.59,19.51,20.07,13.82,13.285,10.89
2016/1/27 00:00,91.96,30.42,15.96,20.43,19.59,19.52,20.06,13.85,13.295,10.88
2016/1/28 00:00,91.99,30.44,15.96,20.48,19.62,19.54,20.07,13.88,13.294,10.88
2016/1/29 00:00,92.14,30.48,16.02,20.54,19.65,19.61,20.11,13.94,13.302,10.87
2016/2/1 00:00,92.03,30.52,15.99,20.49,19.66,19.6,20.08,13.89,13.338,10.85
2016/2/2 00:00,92.17,30.53,16.03,20.5,19.65,19.55,20.15,13.95,13.309,10.85
2016/2/3 00:00,92.05,30.61,16.05,20.48,19.66,19.56,20.13,13.96,13.357,10.85
2016/2/4 00:00,92.09,30.58,16.05,20.5,19.66,19.57,20.13,13.95,13.345,10.85
2016/2/5 00:00,92.03,30.58,16.05,20.47,19.64,19.55,20.13,13.93,13.362,10.83
2016/2/8 00:00,92.03,30.65,0.0,20.39,19.65,19.41,20.18,13.96,13.364,10.77
2016/2/9 00:00,91.82,30.71,0.0,20.31,19.68,19.35,20.16,13.9,13.408,10.73
2016/2/10 00:00,91.91,30.68,0.0,20.36,19.61,19.39,20.18,13.95,0.0,10.75
2016/2/11 00:00,91.82,30.77,16.16,20.27,19.69,19.27,20.19,13.98,0.0,10.71
2016/2/12 00:00,91.59,30.74,0.0,20.25,19.61,19.33,20.09,13.94,0.0,10.73
2016/2/16 00:00,91.65,30.59,16.08,20.29,19.57,19.39,20.08,13.9,13.36,10.7
2016/2/17 00:00,91.68,30.55,16.06,20.35,19.54,19.49,20.07,13.88,13.356,10.72
2016/2/18 00:00,91.91,30.56,16.06,20.43,19.56,19.52,20.12,13.9,13.351,10.75
2016/2/19 00:00,91.97,30.65,16.1,20.42,19.61,19.5,20.12,13.91,13.397,10.73
2016/2/22 00:00,91.98,30.64,16.09,20.47,19.62,19.57,20.12,13.94,13.398,10.74
2016/2/23 00:00,92.03,30.62,16.08,20.49,19.6,19.57,20.14,13.98,13.399,10.74
2016/2/24 00:00,92.03,30.72,16.14,20.44,19.68,19.56,20.13,14.01,13.408,10.72
2016/2/25 00:00,92.11,30.69,16.12,20.52,19.65,19.61,20.18,14.09,13.41,10.74
2016/2/26 00:00,92.16,30.68,16.11,20.53,19.64,19.71,20.13,14.03,13.439,10.74
2016/2/29 00:00,92.16,30.66,16.1,20.59,19.65,19.77,20.16,14.09,13.406,10.72
2016/3/1 00:00,92.26,30.68,16.1,20.62,19.68,19.86,20.1,14.04,13.434,10.73
2016/3/2 00:00,92.4,30.57,16.05,20.67,19.62,19.93,20.11,14.06,13.4,10.75
2016/3/3 00:00,92.53,30.59,16.06,20.74,19.65,19.97,20.13,14.1,13.401,10.76
